customer_acquisition_cost,ltv,churn_rate,retention_rate,arpu,mrr,arr,conversion_rate,revenue_per_customer
346.36,3009.68,0.0132,0.8575,92.17,63319.0,275355.08,0.069,986.06
247.51,1788.22,0.239,0.8302,116.41,94496.72,989777.26,0.0597,897.17
147.21,3385.71,0.0853,0.9665,86.96,40978.44,923360.99,0.1628,798.24
205.67,2124.22,0.2468,0.7031,86.09,47578.6,454135.9,0.1897,1184.6
392.22,2523.66,0.087,0.9869,115.83,57037.6,643756.52,0.0445,1756.31
254.45,3724.95,0.0131,0.8391,112.64,75111.79,562285.7,0.0509,1641.97
256.75,3038.83,0.0549,0.8814,122.58,48600.41,619112.0,0.0867,1113.74
252.51,1804.41,0.2958,0.8044,107.41,62532.94,526725.9,0.1427,802.8
417.81,1854.98,0.1027,0.9472,119.73,56240.1,742921.7,0.0376,1138.64
396.95,2180.55,0.0416,0.863,157.74,49308.04,381455.79,0.0962,1283.73
441.41,2959.14,0.0444,0.8922,138.56,43563.04,528015.91,0.169,1114.48
263.07,2930.67,0.1,0.8882,115.72,40447.95,778956.27,0.0506,1285.94
297.17,1989.57,0.0209,0.8056,120.99,100000.0,215242.52,0.0143,1190.56
161.25,1735.69,0.1583,0.722,95.53,25072.7,667089.23,0.1818,1140.15
385.77,2870.57,0.072,0.9342,99.96,26636.22,497537.88,0.1586,664.87
187.42,2507.54,0.1606,0.784,120.59,54538.22,925840.57,0.1413,1008.73
291.26,4339.82,0.0508,0.9462,107.78,53853.89,671161.38,0.022,1655.1
192.7,2678.67,0.1347,0.8765,130.11,57534.82,450166.64,0.1804,1205.07
230.83,4071.16,0.1834,0.8026,145.12,36070.01,893503.04,0.0645,1419.98
212.21,1733.2,0.028,0.8723,101.78,33563.2,610311.97,0.0462,1686.92
229.41,1417.65,0.1256,0.8872,41.37,45789.3,631988.94,0.1001,676.57
234.57,1772.6,0.0977,0.9049,169.42,65475.63,781683.14,0.1849,1873.04
233.88,3581.48,0.0797,0.9385,84.34,33707.38,486056.47,0.1989,1358.15
337.5,4025.61,0.1853,0.7463,111.18,52993.56,892562.71,0.1248,1417.99
192.14,2037.29,0.1807,0.9738,128.04,42047.72,720258.9,0.1913,837.79
291.54,2289.22,0.1929,0.8191,149.62,25346.07,479029.71,0.0934,1279.33
366.35,1734.3,0.0561,0.9495,162.19,29356.77,520376.62,0.0108,796.27
236.51,1230.88,0.0929,0.7639,93.48,65520.74,357235.42,0.0588,1097.38
221.16,3212.76,0.0708,0.7084,142.67,40536.76,666929.4,0.0639,1156.66
257.71,2824.7,0.1667,0.8663,111.27,71022.84,570800.12,0.1576,974.38
363.48,2658.22,0.1437,0.7942,191.87,49885.41,667915.36,0.0292,1414.36
289.56,1553.29,0.1058,0.9855,139.85,27930.87,269062.22,0.0391,885.37
235.16,3934.63,0.2379,0.7303,99.38,58373.78,502265.69,0.1248,412.81
311.29,2255.7,0.0373,0.7137,79.89,37277.87,411541.91,0.0305,972.81
192.33,3068.01,0.2927,0.7131,21.82,44282.05,703611.52,0.1016,1446.95
326.1,1510.59,0.0438,0.7629,126.36,69189.95,486841.67,0.0118,1827.7
305.65,2500.76,0.2342,0.868,136.93,29220.3,699126.97,0.1354,1466.64
251.91,2878.24,0.1168,0.8466,128.61,43081.35,500451.46,0.1821,1387.84
212.11,2906.21,0.2609,0.8015,30.48,32621.72,927966.52,0.1756,930.09
208.5,2771.14,0.0315,0.7258,65.16,30859.51,616216.55,0.0194,1779.43
315.11,3037.38,0.1187,0.7678,120.23,42692.35,787337.48,0.1202,1266.7
367.17,1764.43,0.1073,0.7534,161.54,36350.1,583553.83,0.0252,1279.05
227.2,2804.61,0.298,0.9162,103.24,45980.53,788725.99,0.0154,1248.94
309.38,2739.11,0.2958,0.9262,139.56,61040.86,452946.04,0.124,683.22
118.47,2831.48,0.065,0.9253,72.24,38110.8,597688.82,0.1166,1171.56
231.15,2706.67,0.1927,0.981,111.56,26274.98,513921.65,0.0233,589.35
272.67,1652.65,0.1653,0.9564,96.3,61084.35,975987.64,0.0752,1311.88
206.77,1617.72,0.0548,0.8444,142.61,37999.95,370655.45,0.0667,1156.46
204.76,915.49,0.0587,0.8203,87.91,80658.19,1015910.01,0.0718,849.87
224.92,3290.4,0.2969,0.9656,158.11,43751.56,333889.76,0.07,1406.64
296.91,3298.33,0.1413,0.8773,95.26,48256.41,751727.79,0.1658,936.51
260.95,3310.78,0.0465,0.7854,71.12,12482.48,482874.52,0.074,944.15
107.13,2890.32,0.0723,0.8637,72.18,31331.39,656463.24,0.0694,1219.09
115.95,979.06,0.0878,0.9877,85.29,12894.18,572171.24,0.0108,1044.98
229.49,1845.74,0.1582,0.9463,116.73,55352.44,441567.48,0.1591,1123.91
309.33,2783.49,0.1073,0.7816,85.68,49150.35,622049.13,0.1337,1376.91
68.94,2756.16,0.142,0.9764,79.02,60897.03,523413.14,0.0716,816.18
237.52,2475.51,0.0583,0.9846,133.18,63822.26,719132.99,0.0931,789.36
235.53,2938.99,0.1048,0.767,10.0,66364.29,406914.31,0.1598,976.29
379.13,2659.13,0.0304,0.9597,91.39,46786.84,699549.77,0.0721,1030.07
246.12,2744.6,0.268,0.9561,62.75,51909.31,777094.91,0.0973,1253.33
303.72,2149.4,0.0676,0.7115,77.5,60052.54,584567.89,0.0089,1664.89
285.59,3419.24,0.2295,0.8942,112.72,37386.99,344082.35,0.1841,1036.45
115.21,2312.56,0.1114,0.7885,98.5,35022.79,948997.11,0.0774,1061.47
332.62,1607.66,0.1476,0.8956,95.64,75911.11,698463.76,0.0628,843.69
291.15,2046.05,0.0945,0.9649,142.67,20698.29,463227.92,0.1238,805.25
313.12,2377.03,0.212,0.8446,104.57,58750.07,703783.26,0.1077,1264.48
500.0,3428.64,0.2549,0.8202,162.19,56129.99,274218.3,0.0832,1062.36
118.69,2616.89,0.093,0.9672,127.55,31965.21,838920.78,0.1849,1444.9
404.35,2504.18,0.0802,0.9825,74.39,39480.59,1026648.37,0.0758,1410.42
253.44,1671.88,0.2076,0.718,166.25,44612.12,769169.68,0.1997,1325.33
296.55,3265.29,0.0666,0.9676,113.81,54075.09,407393.49,0.1589,587.36
271.59,2139.3,0.1956,0.724,164.27,56302.58,212163.15,0.1811,1266.38
243.18,2571.64,0.0374,0.7978,96.57,49989.66,876075.97,0.0601,753.99
232.26,3809.48,0.1898,0.9211,113.62,53608.48,576800.45,0.0187,453.43
299.71,3048.53,0.1589,0.9253,118.68,61380.93,528496.9,0.0867,1119.97
161.21,1374.53,0.043,0.9105,99.68,60618.84,836666.85,0.0661,1480.02
331.29,1263.88,0.1982,0.7113,145.28,75816.06,489105.25,0.0168,1275.38
243.79,2599.62,0.1395,0.7386,166.2,67711.74,756939.26,0.0189,770.78
190.24,1700.02,0.073,0.9715,32.37,50793.56,610697.06,0.039,1935.55
241.25,3158.03,0.1125,0.7236,130.8,61071.25,654897.64,0.0787,1308.61
369.29,2683.11,0.1527,0.7228,76.67,57493.08,928594.74,0.1874,783.45
234.85,2779.55,0.0366,0.9423,22.89,53212.71,509194.39,0.1333,402.21
301.88,2096.38,0.2877,0.886,121.37,36168.13,491098.47,0.0827,985.22
220.18,4014.08,0.203,0.802,121.44,53177.22,565957.33,0.1609,428.07
331.84,4876.7,0.0397,0.7481,126.54,16423.4,367828.43,0.1159,723.9
326.41,2431.78,0.2486,0.9564,116.75,68193.37,791412.02,0.0864,511.98
413.65,2926.55,0.1035,0.9867,132.71,56280.74,765100.81,0.0332,811.35
261.83,2726.31,0.1831,0.7145,85.9,47873.45,604147.3,0.1858,881.04
325.15,2446.58,0.0904,0.8607,113.34,43558.15,423026.37,0.1267,773.32
282.36,1998.21,0.2227,0.7758,127.11,61299.29,62452.97,0.0907,1778.4
372.19,1800.11,0.2197,0.9414,147.84,80818.98,440931.28,0.0905,990.88
221.09,1760.45,0.1701,0.8004,106.39,56688.82,560237.32,0.1542,1470.57
330.88,2967.44,0.0799,0.9072,98.23,81887.09,229970.21,0.04,1230.26
260.4,2242.92,0.0836,0.8565,103.25,63441.84,1099911.04,0.0864,984.44
270.19,630.34,0.121,0.857,67.2,37210.86,688272.44,0.0173,898.59
281.88,2998.47,0.0521,0.9488,129.37,58547.53,713795.19,0.0206,1477.82
293.92,2620.03,0.1079,0.8364,58.85,56936.12,576300.1,0.1076,721.88
266.28,3704.89,0.2085,0.9452,117.38,37201.13,752032.3,0.0793,851.5
291.1,2942.28,0.2509,0.8054,107.68,43772.52,546426.01,0.1453,846.77
393.36,1491.71,0.1064,0.7507,55.89,43445.42,573929.86,0.1974,1073.67
348.91,903.42,0.0777,0.8321,57.69,52153.72,884187.13,0.1726,762.23
340.19,2086.41,0.2515,0.8445,77.97,45879.36,823403.49,0.0912,1346.63
240.83,2160.33,0.2683,0.8387,94.11,54933.0,603832.43,0.0787,1390.33
208.31,3388.81,0.1289,0.9344,151.88,57606.32,1006449.85,0.1191,822.7
346.65,2643.05,0.0178,0.8638,101.49,71416.53,589759.19,0.0229,1217.02
340.7,3538.06,0.2115,0.9576,122.31,59560.81,505854.32,0.1976,783.97
385.45,1612.21,0.2374,0.8491,145.11,38917.98,631137.57,0.1963,1106.62
229.7,3406.12,0.0152,0.7652,138.98,85333.2,665574.25,0.185,1420.53
257.78,3214.77,0.1826,0.7376,104.78,39024.79,369903.56,0.1341,1082.7
152.04,1069.05,0.1806,0.9518,82.66,44104.73,702521.56,0.1031,1016.73
245.56,3686.05,0.1198,0.7163,120.8,60358.68,1024706.37,0.1428,1774.43
349.74,2723.21,0.2274,0.7341,83.29,98272.44,794113.2,0.0663,1164.09
240.01,2957.1,0.1342,0.7185,162.47,57126.16,737485.68,0.1712,783.01
323.04,1972.5,0.2063,0.8229,132.48,39913.9,701119.7,0.0313,758.39
260.71,3648.94,0.16,0.8545,111.61,23451.11,408426.17,0.1617,1771.78
299.3,1721.08,0.0821,0.7058,121.23,22353.9,408701.27,0.1742,815.47
188.92,3301.81,0.1859,0.8495,110.65,50680.81,638296.31,0.0382,827.89
281.39,3292.81,0.2237,0.8142,93.34,59488.31,521216.82,0.0983,1058.48
50.66,1886.9,0.2924,0.9244,120.79,27073.08,319562.89,0.1789,1281.76
260.98,4203.64,0.1202,0.9407,97.31,54162.54,536582.48,0.1921,657.16
152.71,2831.36,0.0287,0.8986,166.33,28826.06,695235.02,0.1632,961.8
365.45,3162.22,0.2965,0.8373,83.06,35247.32,720899.84,0.1885,625.23
333.31,1453.76,0.1909,0.7627,121.11,60923.85,441113.23,0.1877,1001.6
310.0,4308.89,0.2845,0.9457,80.21,38164.16,596908.71,0.196,1310.15
389.08,1690.76,0.0401,0.7991,79.88,72116.35,688123.99,0.0856,970.48
203.83,3452.83,0.1092,0.8033,48.44,40857.76,354884.04,0.061,1673.63
406.05,1870.76,0.0488,0.9656,118.03,68805.79,453057.92,0.1284,781.87
344.91,2165.13,0.2523,0.9829,88.14,87876.05,603388.34,0.0418,1118.96
257.26,3267.86,0.2653,0.9605,139.31,38196.26,425976.06,0.1136,1464.02
360.17,3454.92,0.1554,0.9895,118.09,91189.47,541068.39,0.118,1369.49
192.03,1654.16,0.0641,0.952,109.69,50722.52,1100165.12,0.1623,1886.83
213.16,3504.2,0.0469,0.9043,60.33,40062.64,307569.5,0.0755,1152.53
229.36,3468.57,0.1806,0.7852,123.52,45615.32,888082.22,0.1224,766.63
235.33,1915.27,0.1568,0.9764,84.03,43843.15,673649.74,0.1811,1076.55
195.76,3902.27,0.2115,0.9542,59.63,73629.54,363644.34,0.0872,784.59
366.73,1508.79,0.0985,0.7698,118.63,72244.32,740360.79,0.1165,1088.17
255.59,2160.59,0.1267,0.8419,65.15,72048.47,614494.19,0.1585,1440.61
301.44,3025.22,0.0162,0.7203,38.78,29059.69,844656.78,0.0537,1270.61
232.22,1981.37,0.1869,0.9765,146.08,53623.49,736777.74,0.0252,1016.94
138.45,2856.66,0.1327,0.8661,87.24,24930.04,644872.12,0.138,832.48
295.25,2838.84,0.2767,0.7711,49.76,67183.13,545324.25,0.0772,1152.95
131.58,2503.46,0.1961,0.7848,74.52,42519.72,837445.68,0.0794,1217.76
269.85,3302.05,0.1256,0.9844,82.17,58800.79,528376.12,0.1864,652.9
172.38,2471.12,0.0864,0.8785,141.23,42219.33,328763.67,0.0845,727.28
424.05,2831.37,0.2725,0.822,52.34,21528.43,230617.22,0.191,958.29
343.35,3548.07,0.0147,0.845,62.6,65105.03,361272.09,0.0257,628.35
282.93,3269.37,0.1048,0.7286,136.05,66379.45,764987.08,0.0719,476.55
369.78,3265.71,0.2836,0.7218,90.76,52799.59,534081.85,0.1401,723.63
211.53,1749.81,0.1997,0.8719,112.22,15661.89,453142.56,0.0296,1171.16
315.76,3061.09,0.1645,0.8485,89.45,62880.85,520153.19,0.0805,1082.27
289.99,1961.84,0.069,0.8042,168.98,38329.8,770229.82,0.1711,909.14
294.8,1646.22,0.2517,0.8642,64.16,59023.51,731397.35,0.1535,753.54
370.43,2593.83,0.0692,0.7211,113.93,42405.05,638076.85,0.06,1166.78
329.94,1941.64,0.082,0.9738,152.59,44098.64,487240.5,0.0745,1150.2
296.65,3269.32,0.0656,0.7852,93.13,58710.69,528670.56,0.1035,1443.58
150.88,3288.05,0.0559,0.7208,81.13,36955.07,579798.65,0.1476,254.75
203.0,1159.61,0.2865,0.7492,129.29,47749.71,428860.96,0.0346,497.1
265.8,2001.16,0.1846,0.7277,136.8,58908.38,584117.54,0.1079,1347.07
282.0,1506.5,0.195,0.7518,79.67,86246.41,418537.73,0.0193,1199.94
190.23,2287.61,0.2868,0.8209,151.3,49271.26,678429.68,0.0826,1345.81
455.88,3006.55,0.0769,0.914,106.62,64351.57,700677.49,0.0422,767.49
388.73,2460.21,0.0117,0.779,121.11,31165.17,827207.76,0.0653,926.77
320.16,2188.02,0.1837,0.8264,152.13,78461.44,657574.49,0.0696,645.41
280.4,3668.47,0.1573,0.9693,129.34,37167.37,651294.93,0.1552,310.53
259.08,844.53,0.1485,0.7858,104.99,48318.84,440526.39,0.0567,1094.19
203.61,3618.88,0.0279,0.9305,83.73,58935.05,596591.98,0.1344,1498.29
280.81,2223.64,0.1418,0.7458,190.77,37631.42,403540.13,0.109,996.93
294.33,2588.81,0.0934,0.7517,80.01,68334.99,268551.25,0.1618,823.16
181.87,2236.9,0.0896,0.8323,115.07,39580.18,553499.01,0.0677,695.46
300.06,3858.6,0.0745,0.7679,121.15,64205.29,506254.65,0.199,1402.72
263.36,1685.73,0.1064,0.9619,122.65,68117.08,727062.61,0.0627,1075.68
131.91,2659.19,0.1124,0.7147,172.39,60044.08,415580.6,0.118,1088.4
210.47,3063.16,0.0995,0.8732,106.51,62189.11,1163069.92,0.1283,592.76
243.98,1388.05,0.2938,0.8752,101.99,92259.43,510974.06,0.1099,759.67
416.58,1929.41,0.2805,0.7191,154.16,57372.98,592076.31,0.1725,1282.7
316.74,2533.93,0.1766,0.9124,100.7,52312.35,493762.8,0.027,883.34
174.84,1955.45,0.2945,0.836,132.74,56047.84,760008.93,0.1215,843.68
311.45,2011.12,0.2974,0.9097,111.16,71476.89,563669.19,0.1037,1844.69
158.95,2375.94,0.1132,0.9398,134.16,88933.04,412104.03,0.0864,1072.03
356.2,3158.84,0.1391,0.7936,127.97,47753.32,242971.04,0.0725,995.43
239.67,2381.54,0.2881,0.8405,92.23,35445.74,719635.84,0.0348,1007.0
267.98,3494.77,0.1865,0.7756,46.61,69682.07,734662.36,0.1317,835.29
374.43,1868.42,0.0717,0.7584,51.99,28009.05,673858.86,0.028,1027.04
178.46,1669.33,0.2099,0.7002,46.72,54753.02,563381.79,0.1667,1664.37
170.22,4158.97,0.0697,0.9795,102.11,55526.31,542795.79,0.0923,1180.81
231.23,2134.6,0.1084,0.8279,30.5,48728.94,759947.61,0.1231,544.8
352.88,1623.12,0.076,0.7038,99.93,49699.09,585991.85,0.0202,911.52
161.05,1285.39,0.081,0.7026,109.24,23233.86,828656.84,0.0232,1083.01
62.59,3492.16,0.0114,0.7836,132.11,36173.36,586388.64,0.051,573.0
241.16,2382.64,0.2654,0.704,120.97,65962.0,579205.28,0.157,901.84
316.38,2451.26,0.0958,0.8086,133.56,16819.06,679429.24,0.0997,745.68
365.02,2525.29,0.035,0.7183,118.11,49081.1,881564.71,0.0656,924.54
240.26,3443.47,0.0352,0.7114,94.75,45342.66,838994.84,0.1706,1072.17
244.14,2509.37,0.1712,0.8941,101.64,17624.76,596449.11,0.0424,1271.25
361.54,4486.18,0.2979,0.963,78.03,78424.21,532001.16,0.0556,684.61
134.77,2754.78,0.0521,0.8187,112.22,33500.58,366752.94,0.1565,1022.87
245.86,3481.73,0.0389,0.9427,54.83,59557.29,743031.18,0.0103,946.36
289.28,3280.77,0.1371,0.7085,138.76,42763.19,252807.32,0.048,980.26
308.69,2621.45,0.1734,0.9255,74.71,36559.81,943633.37,0.1067,790.53
236.76,2190.21,0.0954,0.7182,109.87,46606.32,772940.2,0.1834,1034.97
277.58,2910.04,0.0977,0.9431,115.18,44620.16,458299.73,0.0568,1206.33
88.38,3049.58,0.1331,0.9559,141.82,47418.9,849716.66,0.0466,609.25
225.63,2201.47,0.1011,0.9279,51.76,37515.3,714539.91,0.1951,1597.33
309.01,2780.3,0.2754,0.938,94.69,33769.25,698602.83,0.1073,1348.18
201.33,3618.36,0.0222,0.8628,122.41,67073.53,553148.72,0.0172,551.38
279.42,4271.46,0.078,0.7768,160.45,50614.44,715425.83,0.0589,1508.17
308.52,3319.26,0.2445,0.8865,103.77,49504.83,325478.14,0.1091,1529.61
249.31,4109.16,0.2518,0.8275,86.18,35790.61,618444.95,0.019,890.78
287.78,2156.99,0.0424,0.7015,169.19,76477.58,471384.59,0.14,1115.13
202.8,3199.81,0.2924,0.8383,130.41,49057.43,548965.13,0.1069,1078.65
259.5,3698.51,0.2111,0.8888,148.5,19220.8,469594.83,0.1434,613.79
320.77,1947.87,0.0891,0.704,66.7,55051.09,479735.23,0.0716,1375.21
286.77,2269.62,0.1423,0.8802,121.5,37890.8,861112.29,0.0869,454.39
231.01,4011.36,0.0962,0.8892,70.69,65528.76,322292.0,0.186,1141.64
291.82,1886.17,0.0535,0.7459,63.67,67634.12,686915.18,0.0461,1546.53
328.6,1599.45,0.0944,0.825,123.43,65728.41,382123.55,0.0127,515.23
121.25,3846.92,0.1782,0.9797,125.64,42886.79,867657.76,0.1965,957.19
361.93,3587.46,0.2495,0.9564,89.74,48637.18,690704.54,0.0064,1410.95
249.78,2988.49,0.1154,0.8191,150.35,54601.99,327871.41,0.1782,1177.4
306.91,2614.19,0.1109,0.8015,93.31,65228.91,672264.15,0.1661,1313.94
364.79,2306.49,0.1457,0.736,96.45,33377.07,468218.87,0.1001,832.36
172.12,2870.86,0.1969,0.7102,103.86,52041.53,650921.76,0.1425,752.11
221.79,3887.52,0.228,0.7863,97.31,81320.73,342971.79,0.0255,986.76
253.36,2836.88,0.1048,0.9727,145.45,41666.01,849730.2,0.1539,1134.02
216.22,4347.45,0.18,0.978,72.01,50069.83,210512.91,0.1578,1239.96
405.12,1946.61,0.1229,0.9356,81.11,93622.54,446100.29,0.015,1190.79
210.74,2634.58,0.2178,0.8017,67.27,46519.6,391768.27,0.102,1359.93
233.33,2357.77,0.0578,0.7417,164.64,25109.9,681092.23,0.1899,1086.68
290.33,1799.97,0.0845,0.8727,94.72,49553.22,508482.16,0.1905,718.27
184.84,2530.08,0.1336,0.8875,80.66,78103.34,569488.87,0.197,620.89
245.32,2976.91,0.2679,0.8231,95.9,67935.79,478976.71,0.133,1290.14
298.81,3060.65,0.1763,0.9006,131.89,34335.1,335048.08,0.0325,1368.52
250.04,4350.19,0.29,0.9165,126.02,57354.01,560748.68,0.0855,1674.26
268.0,3013.83,0.04,0.9271,86.79,47598.56,348026.61,0.1468,1817.45
235.3,3550.94,0.1435,0.8457,92.35,63898.56,243256.59,0.0603,1357.92
161.41,2701.77,0.1315,0.9296,58.91,40345.94,729932.12,0.163,1166.08
299.12,3964.48,0.1841,0.7074,109.39,58659.54,360664.91,0.173,916.85
406.62,4528.79,0.2455,0.8973,145.61,82019.17,894508.23,0.1539,773.31
276.38,3066.02,0.254,0.7683,86.58,7395.95,886697.63,0.0717,1071.16
291.89,1872.42,0.2044,0.7785,125.13,60282.73,781366.97,0.1496,1016.77
326.95,2220.1,0.196,0.7265,86.57,72264.61,381114.14,0.0191,1653.31
179.8,2870.85,0.2852,0.7558,70.3,24820.44,1026078.02,0.0704,1235.57
402.69,3007.59,0.1213,0.9877,126.54,38610.15,140216.17,0.1543,977.22
290.17,3197.1,0.2515,0.8205,179.34,44003.89,431165.92,0.16,770.79
397.39,3010.49,0.2772,0.9691,122.21,38439.98,770977.39,0.0672,1219.15
220.02,2655.47,0.1525,0.7472,91.89,37204.07,755429.64,0.1923,1093.7
411.35,2151.64,0.2214,0.7592,93.94,44316.74,462422.1,0.0583,907.03
333.14,2964.22,0.1193,0.8618,165.46,64552.96,450441.04,0.1337,832.61
316.48,4103.07,0.0561,0.8014,114.72,75046.26,563352.72,0.1764,1223.89
292.55,3448.94,0.1801,0.8867,80.75,71993.79,588778.31,0.1125,921.06
256.36,3068.85,0.067,0.8224,103.03,66897.71,513050.37,0.0854,947.59
365.04,3456.49,0.1427,0.9354,111.81,80729.9,934283.13,0.0462,896.54
285.53,2359.33,0.2631,0.8252,119.86,84016.91,470641.03,0.0433,1947.56
127.47,2251.86,0.0349,0.866,152.88,53239.98,896360.51,0.036,1099.98
191.21,2064.24,0.0188,0.7931,145.4,74110.93,686374.37,0.0914,789.32
261.06,2551.86,0.1859,0.9042,111.28,57494.67,807799.5,0.1118,235.26
298.25,2319.43,0.106,0.8899,103.69,46932.06,310007.47,0.1686,530.48
270.76,3596.48,0.1312,0.8151,117.54,49678.82,809542.25,0.0474,957.25
366.42,2277.66,0.1277,0.78,85.74,67206.54,802535.4,0.1523,1586.76
128.67,2021.2,0.0351,0.8781,136.03,74682.25,474125.7,0.1404,1774.17
285.77,4171.69,0.011,0.9735,98.56,60077.5,773891.7,0.1287,974.55
138.65,2296.42,0.2705,0.7385,120.55,43965.37,312977.35,0.0712,1165.32
331.98,2770.26,0.0732,0.9317,159.25,42423.6,512023.61,0.067,997.63
267.92,3003.54,0.1336,0.8575,122.51,19920.81,837085.88,0.153,1194.18
306.47,1759.59,0.2919,0.8524,112.31,56455.41,569969.29,0.0585,973.86
210.21,3617.8,0.2498,0.9789,88.62,55332.73,553682.23,0.0693,873.55
370.96,3149.08,0.0413,0.8757,102.53,33263.48,884102.6,0.1932,842.04
353.13,3870.73,0.1575,0.9409,69.03,58306.23,219209.38,0.1997,1274.85
318.77,2117.94,0.2217,0.8492,121.88,58029.5,570826.13,0.0053,1462.55
265.29,2727.65,0.2125,0.7725,37.41,26018.75,592925.1,0.1389,907.72
318.49,2680.83,0.2306,0.9014,135.67,45191.22,448245.22,0.1094,1280.34
221.98,2856.71,0.1427,0.9677,128.17,73749.25,878081.34,0.0947,1099.61
339.17,1510.55,0.061,0.944,108.11,40052.52,425806.73,0.0588,928.88
398.71,2736.82,0.1448,0.7575,88.12,50791.09,428289.42,0.1039,1264.76
355.3,1532.6,0.1979,0.7919,104.49,53147.54,116494.68,0.094,1476.86
220.28,2930.7,0.1865,0.8499,48.82,50065.45,825928.39,0.0833,789.03
302.11,982.56,0.0305,0.8658,131.09,61863.62,540794.5,0.1707,947.83
178.01,1199.59,0.0288,0.7562,99.81,65931.16,541142.98,0.0578,1514.46
317.93,3291.2,0.2899,0.7667,152.98,71365.61,563782.86,0.1215,1036.52
308.8,2221.64,0.054,0.9201,117.41,45327.28,842265.16,0.1735,798.36
134.76,1876.18,0.0954,0.9118,112.33,59143.8,925346.67,0.1959,1103.79
187.87,3645.5,0.2326,0.9434,117.7,64357.18,262973.04,0.1225,1052.74
253.76,2906.64,0.1288,0.9705,74.11,48547.5,514341.63,0.1064,1384.27
252.44,3333.14,0.0626,0.7894,90.72,38633.83,381237.52,0.1689,1036.18
184.29,2519.78,0.1455,0.9493,109.21,52869.04,561714.58,0.0417,1046.79
304.17,4749.04,0.175,0.8931,95.42,40505.43,587970.33,0.1279,1033.57
293.86,2176.46,0.1413,0.9778,86.74,38880.24,265699.97,0.0175,1103.05
260.43,4016.52,0.2765,0.7789,96.06,54132.21,678995.66,0.1337,1530.25
218.32,2601.93,0.0926,0.7782,106.4,47392.78,517061.57,0.1602,1279.53
353.65,1353.97,0.2018,0.9042,178.43,53396.11,760536.67,0.0173,719.89
399.16,3028.23,0.0426,0.9692,94.7,24904.76,611999.01,0.1704,1139.16
238.73,2896.56,0.1238,0.9391,83.55,47603.47,266189.93,0.0291,1159.49
229.09,1826.46,0.2249,0.9108,100.16,13205.63,727698.12,0.0393,1169.26
311.84,1927.59,0.0752,0.8123,152.55,33249.74,340667.64,0.1681,581.39
248.15,2630.65,0.181,0.9082,154.81,49032.6,362165.52,0.0293,1096.32
264.55,2923.97,0.0545,0.9323,166.72,70516.52,543276.84,0.1364,870.16
330.47,714.65,0.0398,0.9185,106.93,59358.04,549550.14,0.0625,575.84
131.8,3474.95,0.1617,0.8963,125.32,51989.57,258813.12,0.0534,1432.93
373.87,2262.64,0.2058,0.7137,71.75,44283.71,576735.81,0.1318,960.62
280.45,1606.8,0.0429,0.8913,93.81,46365.22,588378.79,0.0258,965.35
244.14,3387.17,0.2762,0.8387,69.69,72045.36,580632.51,0.1171,1329.33
268.31,2631.5,0.0755,0.9789,119.99,32245.25,271782.35,0.1853,1374.29
272.18,3602.66,0.0448,0.8761,106.22,38528.62,634493.73,0.171,971.21
145.16,2993.06,0.0688,0.8764,112.16,68101.46,728666.15,0.171,1059.28
387.12,2648.81,0.0592,0.9883,78.2,44825.2,339374.02,0.0641,730.13
278.1,2530.36,0.0363,0.7271,131.94,82494.92,393040.15,0.1418,751.58
308.23,3028.12,0.2414,0.7801,28.78,61896.55,761893.49,0.1571,1460.97
346.37,2326.07,0.1537,0.8903,97.02,69556.79,918835.3,0.1808,1064.4
198.41,1982.15,0.1227,0.7914,101.62,23677.15,573058.64,0.0565,1357.16
310.51,3127.76,0.2857,0.8004,40.98,67980.54,516984.55,0.1534,997.67
254.93,2536.82,0.1176,0.9589,117.16,36485.07,645247.85,0.0503,1183.04
338.51,2676.29,0.0584,0.868,99.51,62310.12,874555.67,0.0104,497.81
115.46,3503.35,0.0895,0.7298,122.77,44498.93,437693.37,0.099,1322.56
267.57,2560.8,0.0793,0.7902,168.33,54176.26,510162.83,0.1543,1040.82
229.79,2661.78,0.1546,0.7221,115.28,32247.2,504965.63,0.0468,901.18
307.42,2180.27,0.0945,0.8613,135.8,22110.42,325493.0,0.0145,1249.04
310.25,2987.41,0.1597,0.7502,148.73,52984.18,774851.96,0.0779,1364.68
221.93,2924.03,0.2041,0.9486,120.58,45652.3,657705.23,0.0446,921.5
221.59,3355.61,0.2354,0.8674,77.58,35752.37,206579.56,0.0795,671.24
266.7,2196.35,0.2159,0.7172,53.06,22746.18,603752.5,0.1846,1577.43
207.75,2291.38,0.0696,0.7873,116.86,6361.61,935126.24,0.1501,981.71
338.15,3270.51,0.0436,0.8787,92.33,59138.73,660531.17,0.0777,442.31
247.31,2847.57,0.1673,0.7973,145.65,46291.43,923590.02,0.0684,916.39
56.98,1940.13,0.0677,0.8488,89.95,40536.23,495092.45,0.1846,1192.38
246.89,3673.47,0.0346,0.9637,104.55,54011.39,797304.74,0.1783,1024.08
197.11,1319.55,0.1629,0.8015,68.3,67237.67,866355.24,0.1228,1009.14
152.65,3264.36,0.1048,0.7974,94.11,54947.85,591599.46,0.0747,938.57
182.19,1658.92,0.2293,0.9377,75.14,43188.37,524594.6,0.1595,916.69
283.21,4127.2,0.1011,0.7924,78.03,85686.06,823796.13,0.1344,645.32
